,index,점포명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,여성안심지킴이집전화번호
288,717,세븐일레븐 연신내행복점,서울특별시,은평구,서울특별시 은평구 통일로80길 9,서울특별시 은평구 불광동 312-129,37.6200513506,126.9216731851,02-351-6234
289,718,세븐일레븐 구산연서로점,서울특별시,은평구,서울특별시 은평구 연서로9길 14,서울특별시 은평구 구산동 23-9,37.6076443975,126.913592935,02-351-6234
290,719,세븐일레븐 응암제일점,서울특별시,은평구,서울특별시 은평구 가좌로10길 29,서울특별시 은평구 응암동 579-7,37.5934701761,126.9168434945,02-351-6234
291,720,세븐일레븐 은평행운점,서울특별시,은평구,서울특별시 은평구 진관3로 15-35,서울특별시 은평구 진관동 28,37.6419735832,126.9182267044,02-351-6234
292,721,CU 당산중앙점,서울특별시,영등포구,서울특별시 영등포구 당산로49길 6,서울특별시 영등포구 당산동 6가 324-5,37.535542,126.902427,02-2068-8496
293,722,CU 대림디지털점,서울특별시,영등포구,서울특별시 영등포구 디지털로 404,서울특별시 영등포구 대림동 868-15,37.492568,126.9036604,02-831-7091
294,723,CU 문래한신점,서울특별시,영등포구,서울특별시 영등포구 문래로20길 14,서울특별시 영등포구 문래동3가 77-2 문래공원한신아파트,37.51713467,126.8933186,02-2632-0026
295,724,CU 선유도역점,서울특별시,영등포구,서울특별시 영등포구 양평로22길 21,서울특별시 영등포구 양평동5가 106-1,37.53980867,126.8946576,02-2062-5266
296,725,CU 신길오피스점,서울특별시,영등포구,서울특별시 영등포구 경인로114나길 5-1,서울특별시 영등포구 영등포동1가54,37.517311,126.9132052,02-2671-3218
297,726,CU 여의도아이비점,서울특별시,영등포구,서울특별시 영등포구 국제금융로 86,서울특별시 영등포구 여의도동 43-4 롯데캐슬아이비,37.52020495,126.9318022,02-780-9227
298,727,CU 여의동산점,서울특별시,영등포구,서울특별시 영등포구 여의대방로417,서울특별시 영등포구 여의도동41-2 대교상가 비,37.521033,126.9343081,02-783-8400
299,728,GS25 당산양남점,서울특별시,영등포구,서울특별시 영등포구 선유동1로 12-1,서울특별시 영등포구 당산동2가 111,37.52320971,126.891845,02-2636-7211
300,729,GS25 대림본점,서울특별시,영등포구,서울특별시 영등포구 디지털로54가길 2,서울특별시 영등포구 대림2동 1024-11,37.48881902,126.902996,02-848-5070
301,730,GS25 대림역점,서울특별시,영등포구,서울특별시 영등포구 대림로29길 43,서울특별시 영등포구 대림3동 808-26,37.493751,126.895409,02-832-5931
302,731,GS25 대림으뜸점,서울특별시,영등포구,서울특별시 영등포구 도림로41길 6,서울특별시 영등포구 대림3동 710,37.494474,126.898262,02-848-1964
303,732,GS25 동여의점,서울특별시,영등포구,서울특별시 영등포구 여의대방로65길 23,서울특별시 영등포구 여의도동 45-13 필지포레스텔빌딩101,37.5201347,126.9288023,02-785-2524
304,733,GS25 문래LG점,서울특별시,영등포구,서울특별시 영등포구 당산로 34,서울특별시 영등포구 문래동3가 55-5,37.517425,126.8964798,02-2633-4993
305,734,GS25 문래공원점,서울특별시,영등포구,서울특별시 영등포구 도림로 441-1,서울특별시 영등포구 문래동2가 15-1,37.51443934,126.893816,02-2633-6262
306,773,CU 선정송이점,서울특별시,은평구,"서울특별시 은평구 서오릉로20길 20-1, 선정쉐르빌",서울특별시 은평구 갈현동 327-135,37.6171558669,126.9095736545,02-351-6234
307,774,CU 응암에이스점,서울특별시,은평구,서울특별시 은평구 가좌로7다길 7,서울특별시 은평구 응암동 732-9,37.5853091604,126.9182956852,02-351-6234
308,775,GS25 구산가온점,서울특별시,은평구,서울특별시 은평구 서오릉로17길 18 1층,서울특별시 은평구 구산동 363-17,37.613580551,126.9082312078,02-351-6234
309,776,GS25 녹번점,서울특별시,은평구,서울특별시 은평구 통일로 685,서울특별시 은평구 녹번동 117-61,37.607348247,126.9324541939,02-351-6234
310,777,GS25 불광래미안점,서울특별시,은평구,서울특별시 은평구 진흥로 267-16,서울특별시 은평구 불광동 638-1,37.6115593135,126.9376446803,02-351-6234
311,778,GS25 불광역점,서울특별시,은평구,서울특별시 은평구 통일로 750,서울특별시 은평구 불광동 267-1,37.6123009903,126.9286072738,02-351-6234
312,779,GS25 역촌진흥점,서울특별시,은평구,"서울특별시 은평구 진흥로1길 49, 1층",서울특별시 은평구 역촌동 23-1,37.6048277433,126.9182205613,02-351-6234
313,780,GS25 연신내제일점,서울특별시,은평구,"서울특별시 은평구 연서로26길 11, 유성빌딩 1층",서울특별시 은평구 대조동 196-25,37.6168516666,126.9208162306,02-351-6234
314,781,GS25 은평보람점,서울특별시,은평구,"서울특별시 은평구 연서로21길 24-1, 1층",서울특별시 은평구 갈현동 486-22,37.6153186659,126.9152012504,02-351-6234
315,782,GS25 은평영화점,서울특별시,은평구,"서울특별시 은평구 연서로27길 14, 영화빌딩",서울특별시 은평구 갈현동 454-27,37.6181569891,126.9179051283,02-351-6234
316,783,GS25 응암역점,서울특별시,은평구,"서울특별시 은평구 연서로 1, 리더스파크",서울특별시 은평구 역촌동 85-41,37.5993656852,126.9155036071,02-351-6234
317,784,GS25 불광타운점,서울특별시,은평구,"서울특별시 은평구 연서로 289, 1층",서울특별시 은평구 불광동 422-4,37.621585217,126.9261705156,02-351-6234
318,785,GS25 은평불광점,서울특별시,은평구,"서울특별시 은평구 연서로 274, 1층",서울특별시 은평구 불광동 353-59,37.6205881488,126.9250096219,02-351-6234
319,786,GS25 연신내으뜸점,서울특별시,은평구,"서울특별시 은평구 연서로28길 6, 1층",서울특별시 은평구 대조동 198-3,37.6181653234,126.9206595556,02-351-6234
320,787,GS25 신사드림점,서울특별시,은평구,"서울특별시 은평구 갈현로4길 26, 웅자하우스 1층",서울특별시 은평구 신사동 1-50,37.6011657617,126.9130330605,02-351-6234
321,788,GS25 은평뉴타운점,서울특별시,은평구,"서울특별시 은평구 진관2로 77, 은평뉴타운우물골 206-B108",서울특별시 은평구 진관동 83,37.6343394313,126.926997485,02-351-6234
322,789,GS25 갈현파크점,서울특별시,은평구,"서울특별시 은평구 갈현로25길 14, 갈현파크빌",서울특별시 은평구 갈현동 515-18,37.6174612776,126.913595572,02-351-6234
323,790,GS25 불광힐스테이트점,서울특별시,은평구,"서울특별시 은평구 통일로 796, 북한산힐스테이트7차 상가",서울특별시 은평구 불광동 643,37.6156454826,126.9254333509,02-351-6234
324,791,GS25 은평진관점,서울특별시,은평구,"서울특별시 은평구 진관4로 37, 101호",서울특별시 은평구 진관동 14,37.6445151287,126.9253301543,02-351-6234
325,792,미니스톱 연신내동명점,서울특별시,은평구,"서울특별시 은평구 연서로28길 20-1, 1층",서울특별시 은평구 대조동 196-8,37.6170583127,126.9218595925,02-351-6234
326,793,세븐일레븐 불광중앙점,서울특별시,은평구,"서울특별시 은평구 통일로78길 12-4, 1층",서울특별시 은평구 불광동 301-92,37.6179600371,126.9239370026,02-351-6234
391,934,CU 관악리베로점,서울특별시,관악구,서울특별시 관악구 신림동 신림동길 38,서울특별시 관악구 신림동 1457-10,37.48688874,126.9244693,02-883-0963
392,953,GS25 망원중앙,서울특별시,마포구,서울특별시 마포구 월드컵로 126 GS25 망원중앙,서울특별시 마포구 성산동 260-39 GS25 망원중앙,37.559499,126.907229,02-3144-6685
393,954,GS25 마포도화,서울특별시,마포구,서울특별시 마포구 도화2길 2 GS25 마포도화,서울특별시 마포구 도화동 344 GS25 마포도화,37.540322,126.948562,02-3272-2225
396,957,GS25 연남공원,서울특별시,마포구,서울특별시 마포구 동교로29길 32 GS25 연남공원,서울특별시 마포구 연남동 257-23 GS25 연남공원,37.561863,126.923245,02-324-7978
397,958,GS25 연남타운,서울특별시,마포구,서울특별시 마포구 월드컵북로6길 69 GS25 연남타운,서울특별시 마포구 월드컵북로6길 69(연남동 567-11) GS25 연남타운,37.559695,126.921725,070-8959-3702
398,959,GS25 서교본,서울특별시,마포구,서울특별시 마포구 동교로17안길 51 GS25 서교본,서울특별시 마포구 동교로17안길 51 (서교동 448-25) GS25 서교본,37.556496,126.918738,02-322-2520
404,965,CU 서교중앙점,서울특별시,마포구,서울특별시 마포구 잔다리로 96 CU 서교중앙점,서울특별시 마포구 서교동 459-1번지 CU 서교중앙점,37.555717,126.915309,02-322-4591
405,966,CU 한강시민공원점,서울특별시,마포구,서울특별시 마포구 망원로 8 CU 한강시민공원점,서울특별시 마포구 망원동 462-14번지 CU 한강시민공원점,37.555663,126.897767,02-336-2044
408,969,CU 서교3호점,서울특별시,마포구,서울특별시 마포구 양화로 100-13 CU 서교3호점,서울특별시 마포구 서교동 370-18번지 CU 서교3호점,37.552456,126.919283,070-7778-5347
409,970,CU 홍대3호점,서울특별시,마포구,서울특별시 마포구 와우산로29길 16 CU 홍대3호점,서울특별시 마포구 서교동 328-13번지 CU 홍대3호점,37.554995,126.928968,02-325-2237
411,972,CU 합정태양점,서울특별시,마포구,서울특별시 마포구 독막로5길 5 CU 합정태양점,서울특별시 마포구 합정동 412-8번지 CU 합정태양점,37.548433,126.917825,02-333-6354
412,973,CU 마포마이다스점,서울특별시,마포구,서울특별시 마포구 월드컵로36길 18 CU 마포마이다스점,서울특별시 마포구 월드컵로 36길 18 삼라마이다스 101호 CU 마포마이다스점,37.566248,126.903395,02-304-2382
413,974,CU 망원월드컵점,서울특별시,마포구,서울특별시 마포구 망원로 95 CU 망원월드컵점,서울특별시 마포구 망원로 95 CU 망원월드컵점,37.557904,126.907252,02-335-1589
414,975,CU 마포구청점,서울특별시,마포구,서울특별시 마포구 월드컵로 139 CU 마포구청점,서울특별시 마포구 월드컵로 139 (망원동) CU 마포구청점,37.560216,126.905894,02-3141-4928
415,976,CU 상암4단지점,서울특별시,마포구,서울특별시 마포구 월드컵북로 381 CU 상암4단지점,서울특별시 마포구 월드컵북로 381 (상암동) 111 CU 상암4단지점,37.578042,126.889863,02-308-5287
416,977,CU 서교타워점,서울특별시,마포구,서울특별시 마포구 양화로 133 CU 서교타워점,서울특별시 마포구 양화로 133 CU 서교타워점,37.555183,126.920953,02-3141-3117
417,978,CU 아현뉴타운점,서울특별시,마포구,서울특별시 마포구 마포대로11길 50 CU 아현뉴타운점,서울특별시 마포구 마포대로 11길 50 CU 아현뉴타운점,37.550211,126.951162,02-313-0917
419,980,세븐일레븐 서교2호점,서울특별시,마포구,서울특별시 마포구 독막로7길 16 세븐일레븐 서교2호점,"서울특별시 마포구 서교동 401-10, 8 세븐일레븐 서교2호점",37.5485576449,126.918977491,02-324-8247
420,981,세븐일레븐 마포연남점,서울특별시,마포구,서울특별시 마포구 성미산로 142 세븐일레븐 마포연남점,서울특별시 마포구 연남동 252-1 세븐일레븐 마포연남점,37.563593,126.922269,02-3141-9809
421,982,세븐일레븐 당인동점,서울특별시,마포구,서울특별시 마포구 어울마당로 26 세븐일레븐 당인동점,서울특별시 마포구 당인동 12-1 세븐일레븐 당인동점,37.547433,126.919899,02-3142-7562
422,983,세븐일레븐 합정역점,서울특별시,마포구,서울특별시 마포구 양화로 56 세븐일레븐 합정역점,서울특별시 마포구 서교동 394-30 세븐일레븐 합정역점,37.549726,126.914929,02-334-0714
423,984,세븐일레븐 서교삼양점,서울특별시,마포구,서울특별시 마포구 양화로6길 9-28 세븐일레븐 서교삼양점,서울특별시 마포구 서교동 394-67 삼양빌딩 1층 세븐일레븐 서교삼양점,37.550091,126.915945,02-3144-3821
424,985,세븐일레븐 마포아크로타워점,서울특별시,마포구,서울특별시 마포구 마포대로 68 세븐일레븐 마포아크로타워점,서울특별시 마포구 도화동 563 마포아크로타워 101 세븐일레븐 마포아크로타워점,37.541262,126.948967,02-703-0779
426,987,세븐일레븐 망원대림점,서울특별시,마포구,서울특별시 마포구 망원로1길 28 세븐일레븐 망원대림점,서울특별시 마포구 망원동431-55 세븐일레븐 망원대림점,37.557564,126.899753,02-322-0211
428,989,세븐일레븐 서교2점 B,서울특별시,마포구,서울특별시 마포구 월드컵북로1길 18 세븐일레븐 서교2점 B,서울특별시 마포구 서교동 351-9 승원빌딩 1층 세븐일레븐 서교2점 B,37.555059,126.920162,02-325-3223
439,1023,CU 숙대도서관점,서울특별시,용산구,서울특별시 용산구 청파로43길 70,서울특별시 용산구 청파동3가 114-3번지,37.5441685816,126.966749,02-719-5043
440,1024,CU 신용산점,서울특별시,용산구,"서울특별시 용산구 한강대로 142, 108호",서울특별시 용산구 한강로2가 93-4번지 108호,37.5318944168,126.970819509,02-795-0058
441,1025,CU 용산보광점,서울특별시,용산구,서울특별시 용산구 장문로 119,서울특별시 용산구 보광동 22-1번지,37.527115,127.002441,02-794-2124
442,1026,CU 용산신창점,서울특별시,용산구,서울특별시 용산구 원효로35길 50,서울특별시 용산구 신창동 59-4번지,37.535262,126.955604,02-702-0761
443,1027,CU 용산원효로점,서울특별시,용산구,서울특별시 용산구 원효로 73,서울특별시 용산구 원효로4가 117-8번지,37.532734,126.952116,02-704-4827
463,1111,cu 상도약수점,서울특별시,동작구,서울특별시 동작구 양녕로28길 4,서울특별시 동작구 상도동 211-225,37.49905233,126.9443335,02-812-3377
464,1112,세븐일레븐 리버파크점,서울특별시,동작구,"서울특별시 동작구 만양로 19 201,202호",서울특별시 동작구 노량진동 325,37.50707192,126.9457209,02-812-2394
465,1113,세븐일레븐 상도한마을점,서울특별시,동작구,서울특별시 동작구 성대로 32,서울특별시 동작구 상도동 312-1,37.49916539,126.9330246,02-813-2079
466,1114,cu 사당갯마을점,서울특별시,동작구,서울특별시 동작구 동작대로43길 1 환빌딩B,서울특별시 동작구 동작동 102-31,37.49638994,126.9823317,02-595-7435
467,1115,cu 신대방사랑점,서울특별시,동작구,서울특별시 동작구 여의대방로22카길 34,서울특별시 동작구 신대방동 360-115,37.49687238,126.9255856,02-823-4678
468,1116,gs25 동작우체국,서울특별시,동작구,서울특별시 동작구 여의대방로 22길78,서울특별시 동작구 신대방동 361-55,37.4977077,126.9242956,02-3280-0196
469,1117,gs25 동작역점,서울특별시,동작구,"서울특별시 동작구 현충로 257,431-02호",서울특별시 동작구 동작동 327-1,37.50286965,126.9802674,080-855-5525
470,1118,미니스톱 대방점,서울특별시,동작구,서울특별시 동작구 상도로 69,서울특별시 동작구 대방동 393-65,37.49995916,126.9283781,02-823-8148
472,1120,세븐일레븐 대방점,서울특별시,동작구,서울특별시 동작구 등용로 119,서울특별시 동작구 대방동 37-2,37.51176073,126.9317691,02-815-8373
473,1121,세븐일레븐 보라매점,서울특별시,동작구,서울특별시 동작구 보라매로5가길 16 아카데미 1층,서울특별시 동작구 신대방동 395-69,37.49127438,126.924094,02-833-2460
474,1122,세븐일레븐 대방성남점,서울특별시,동작구,서울특별시 동작구 대방동길 71,서울특별시 동작구 대방동 376-5,37.504455,126.925189,02-812-7573
476,1124,세븐일레븐 신대방삼거리점,서울특별시,동작구,서울특별시 동작구 보라매로 113 코스모빌딩 104,서울특별시 동작구 대방동 405-11,37.49972183,126.928223,02-812-7540
478,1126,세븐일레븐 사당남성점,서울특별시,동작구,서울특별시 동작구 사당로14길 30,서울특별시 동작구 사당동 272-38,37.48302039,126.9711506,02-588-4286
479,1127,세븐일레븐 면목로데오점,서울특별시,중랑구,서울특별시 중랑구 중랑천로10길 66,서울특별시 중랑구 면목동 185-9,37.5923175,127.0766165,02-432-8973
480,1128,세븐일레븐 면목한신점,서울특별시,중랑구,서울특별시 중랑구 겸재로3길 5,서울특별시 중랑구 면목동 193-52,37.5861568,127.076345,02-432-7952
481,1129,세븐일레븐 상봉2점,서울특별시,중랑구,서울특별시 중랑구 망우로50길 25,서울특별시 중랑구 상봉2동 89-7,37.5959385,127.0893362,02-434-7485
482,1142,세븐일레븐 면목2호점,서울특별시,중랑구,서울특별시 중랑구 면목로42길 14,서울특별시 중랑구 면목동 618-1,37.5798351963,127.0887562,02-491-9633
510,1170,미니스톱 상봉점,서울특별시,중랑구,서울특별시 중랑구 봉우재로33길 92,서울특별시 중랑구 상봉동(상봉2동) 88-25,37.5957182543,127.0901785,02-435-8185
511,1171,미니스톱 신내점,서울특별시,중랑구,서울특별시 중랑구 신내동(신내1동) 613-71,서울특별시 중랑구 봉화산로 217,37.6077156,127.0967934,02-3423-2748
512,1172,세븐일레븐 망우2호점,서울특별시,중랑구,서울특별시 중랑구 양원역로 25,서울특별시 중랑구 망우동 183,37.6027059459,127.1076358,02-495-1613
513,1173,세븐일레븐 망우점,서울특별시,중랑구,서울특별시 중랑구 망우로 461,서울특별시 중랑구 망우동 340-22,37.6005635,127.1033339,02-496-0051
543,1265,CU 화양중앙점,서울특별시,광진구,서울특별시 광진구 능동로13길 69,서울특별시 광진구 화양동 33-40,37.544724826,127.0690665922,02-499-4217
544,1266,CU 세종대학생회관점,서울특별시,광진구,서울특별시 광진구 능동로 209,서울특별시 광진구 군자동 98,37.5516081379,127.0731831883,02-466-4027
545,1267,CU 중곡빌리지점,서울특별시,광진구,서울특별시 광진구 용마산로3길 32,서울특별시 광진구 중곡동 121-43,37.5561974021,127.0862160941,02-916-8131
546,1268,CU 중곡3동,서울특별시,광진구,서울특별시 광진구 면목로17길 6,서울특별시 광진구 중곡동 559-4,37.5705538056,127.0827885331,02-437-1480
547,1269,CU 장신대점,서울특별시,광진구,서울특별시 광진구 광장로 71-1,서울특별시 광진구 광장동 285-7,37.5477297377,127.1051166705,02-446-2239
548,1270,CU 구의크레신점,서울특별시,광진구,서울특별시 광진구 아차산로 375,서울특별시 광진구 구의동 246-14,37.5370799042,127.0843680229,02-456-5112
549,1271,CU 자양태성점,서울특별시,광진구,서울특별시 광진구 뚝섬로34길 25-19,서울특별시 광진구 자양동 792,37.5332248164,127.0704496413,02-3437-0988
550,1272,CU 자양리안점,서울특별시,광진구,서울특별시 광진구 동일로18길 11,서울특별시 광진구 자양동 24-5,37.5400782136,127.0635726023,02-466-6888
551,1273,GS25 건국,서울특별시,광진구,서울특별시 광진구 광나루로24길 14,서울특별시 광진구 화양동 495-17,37.5456503278,127.0762488254,02-3436-9934
552,1274,GS25 건대수정,서울특별시,광진구,서울특별시 광진구 능동로13길 15,서울특별시 광진구 화양동 11-1,37.5427937007,127.0709136373,02-2205-2042
553,1275,GS25 화양한아름,서울특별시,광진구,서울특별시 광진구 군자로3길 14,서울특별시 광진구 화양동 15-20,37.5446642769,127.0704426391,02-468-2205
554,1276,GS25 군자행운,서울특별시,광진구,서울특별시 광진구 군자로 141,서울특별시 광진구 군자동 48-24,37.554307759,127.0748262506,080-855-5525
555,1277,GS25 건대호수,서울특별시,광진구,서울특별시 광진구 아차산로39길 16,서울특별시 광진구 자양동 225-90,37.5387507445,127.0768044847,02-3437-7140
556,1278,GS25 자양스타,서울특별시,광진구,서울특별시 광진구 자양로13길 47,서울특별시 광진구 자양동 631,37.5341672695,127.081837,02-3437-0343
557,1279,GS25 자양강변,서울특별시,광진구,서울특별시 광진구 뚝섬로52라길 3,서울특별시 광진구 자양동 639-11,37.529909088,127.0787905489,02-3436-9802
558,1280,미니스톱 구의명성점,서울특별시,광진구,서울특별시 광진구 아차산로51길 62,서울특별시 광진구 구의동 248-138,37.5397413502,127.085021066,02-3436-5966
559,1281,세븐일레븐 건대예술점,서울특별시,광진구,서울특별시 광진구 능동로 143,서울특별시 광진구 화양동 3-21,37.54359372,127.0720679014,02-468-3711
560,1282,세븐일레븐 건대제일점,서울특별시,광진구,서울특별시 광진구 동일로22길 59,서울특별시 광진구 화양동 47-67,37.5416996505,127.0676311771,02-469-0711
561,1283,씨스페이스 중곡2점,서울특별시,광진구,서울특별시 광진구 능동로 442,서울특별시 광진구 중곡동 29-56,37.5680421629,127.0857315849,02-461-5583
562,1284,씨스페이스 중곡대원점,서울특별시,광진구,서울특별시 광진구 용마산로8가길 25,서울특별시 광진구 중곡동 147-42,37.560766,127.088653,02-446-9169
564,1500,CU 미아동부점,서울특별시,강북구,서울특별시 강북구 도봉로13길 58,서울특별시 강북구 미아동 450-64,37.61512884,127.0270141,02-980-2998
565,1501,CU 미아삼양점,서울특별시,강북구,서울특별시 강북구 솔샘로 231,서울특별시 강북구 미아동 838-8,37.6201985,127.018377,02-989-3700
566,1502,CU 미아창문점,서울특별시,강북구,서울특별시 강북구 월계로 83,서울특별시 강북구 미아동 8-144,37.61381761,127.0378674,02-981-0684
567,1503,CU 번동센트로힐점,서울특별시,강북구,서울특별시 강북구 한천로 936,서울특별시 강북구 번동 761,37.634672,127.0361184,02-990-0424
568,1504,CU 수유번동점,서울특별시,강북구,서울특별시 강북구 한천로132길 10,서울특별시 강북구 번동 461-80,37.63942624,127.0287221,02-997-9648
569,1505,CU 수유행복점,서울특별시,강북구,서울특별시 강북구 4.19로1길 16,서울특별시 강북구 수유동 281-40,37.64730169,127.0133935,02-900-5571
570,1506,GS25 수유우이점,서울특별시,강북구,서울특별시 강북구 삼양로93길 23,서울특별시 강북구 수유동 409,37.6378366,127.0158415,02-6212-7221
571,1507,GS25 수유광산점,서울특별시,강북구,서울특별시 강북구 노해로27길 21,서울특별시 강북구 수유동 252-40,37.6452516,127.0224126,02-998-5684
572,1508,미니스톱 미아삼성점,서울특별시,강북구,서울특별시 강북구 삼양로27길 20,서울특별시 강북구 미아동 693,37.61900086,127.0201231,02-982-6659
576,1512,미니스톱 수유인텔리안점,서울특별시,강북구,서울특별시 강북구 도봉로 313,서울특별시 강북구 수유동 230-7,37.63643974,127.0234734,02-900-7838
577,1513,세븐일레븐 미아래미안점,서울특별시,강북구,서울특별시 강북구 삼양로19길 25,서울특별시 강북구 미아동 813 107동 지하 1층 3-2호,37.61569586,127.0211397,02-945-5915
578,1514,세븐일레븐 번동제일점,서울특별시,강북구,서울특별시 강북구 덕릉로40길 18,서울특별시 강북구 번동 526-13,37.63431544,127.0303588,02-986-9224
580,1516,세븐일레븐 수유벽산점,서울특별시,강북구,서울특별시 강북구 삼각산로 140,서울특별시 강북구 수유동 36-1,37.6409021,127.0197238,02-900-6211
581,1517,세븐일레븐 수유으뜸점,서울특별시,강북구,서울특별시 강북구 도봉로 282,서울특별시 강북구 미아동 160-11,37.6335367,127.0237327,02-989-5659
582,1518,세븐일레븐 수유점,서울특별시,강북구,서울특별시 강북구 덕릉로 75,서울특별시 강북구 수유동 47-4,37.63482544,127.0220395,02-999-0614
583,1519,세븐일레븐 수유제일점 B,서울특별시,강북구,서울특별시 강북구 도봉로76길 11,서울특별시 강북구 미아동 162-48,37.63303382,127.0243686,02-986-3235
584,1520,세븐일레븐 수유테마점 B,서울특별시,강북구,서울특별시 강북구 도봉로 388,서울특별시 강북구 번동 464-1 1층 1호,37.64135773,127.0296311,02-904-1890
585,1521,세븐일레븐 수유빨래골점,서울특별시,강북구,서울특별시 강북구 삼양로73길 36,서울특별시 강북구 수유동 475-3,37.6307018,127.0168589,02-945-6012
586,1522,세븐일레븐 수유본점,서울특별시,강북구,서울특별시 강북구 도봉로77길 25,서울특별시 강북구 수유동 50-1,37.6335535,127.0217384,02-986-3917
587,1523,세븐일레븐 미아성우점,서울특별시,강북구,서울특별시 강북구 삼양로24길 19,서울특별시 강북구 미아동 561-2,37.61745082,127.0219965,02-945-1096
588,1524,씨스페이스 미아3점,서울특별시,강북구,서울특별시 강북구 솔매로 124,서울특별시 강북구 미아동 304-20,37.62603107,127.0257392,02-989-7904
589,1763,cu 동작구청2호점,서울특별시,동작구,서울특별시 동작구 노량진로8길 72,서울특별시 동작구 노량진동 244-12,37.51186199,126.9389943,02-813-4556
590,1764,cu 동작구청점,서울특별시,동작구,서울특별시 동작구 노량진로8길 54,서울특별시 동작구 노량진동 244-67,37.51223643,126.9382792,02-823-7889
591,1765,세븐일레븐 노량진역점,서울특별시,동작구,서울특별시 동작구 노량진로14길 4 1층,서울특별시 동작구 노량진동 59-44,37.5133123,126.9419612,02-812-5794
592,1766,cu  상도삼성점,서울특별시,동작구,서울특별시 동작구 등용로 37 1차 상가,서울특별시 동작구 상도동 450,37.50523976,126.9331339,02-825-2229
593,1767,GS25 양재구룡점,서울특별시,서초구,서울특별시 서초구 논현로5길 18,서울특별시 서초구 양재동 395-6,37.472131,127.048914,02-529-7718
594,1768,미니스톱 양재그린점,서울특별시,서초구,서울특별시 서초구 강남대로18길 11,서울특별시 서초구 양재동 242-8,37.472048,127.039421919,02-571-7392
595,1769,CU 양재알뜰점,서울특별시,서초구,서울특별시 서초구 언남9길 7-4,서울특별시 서초구 양재동 254-5,37.4738259332,127.042579,02-2057-0862
596,1770,CU 청계산입구역점,서울특별시,서초구,서울특별시 서초구 청계산로 217,서울특별시 서초구 신원동 214,37.4462703607,127.0573225291,02-575-0734
597,1771,GS25 논현최강점,서울특별시,서초구,서울특별시 서초구 신반포로 329,서울특별시 서초구 잠원동 40-9,37.510805736,127.01950398,02-512-3482
598,1775,GS25 문래에이스점,서울특별시,영등포구,"서울특별시 영등포구 경인로 775, 112호","서울특별시 영등포구 문래동3가 55-20, 에이스하이테크시티",37.51474534,126.8975388,02-3439-0084
599,1776,GS25 신길역점,서울특별시,영등포구,서울특별시 영등포구 경인로114가길 4,서울특별시 영등포구 영등포동1가 79-1,37.51813904,126.9140004407,02-2631-5124
600,1777,GS25 양평보보점,서울특별시,영등포구,"서울특별시 영등포구 양산로7길 3, 105호","서울특별시 영등포구 양평동3가 17-1, 우림보보카운티오피스텔",37.5258146,126.887188,02-2677-9525
601,1778,GS25 양평중앙점,서울특별시,영등포구,서울특별시 영등포구 양평로18길 8,서울특별시 영등포구 양평동4가 161-6,37.537202,126.8971124,02-2633-1247
602,1779,GS25 여의타워점,서울특별시,영등포구,서울특별시 영등포구 63로 36,서울특별시 영등포구 여의도동 61-5 리버타워102,37.5194119,126.9386126,02-761-9377
603,1780,GS25 영등포경남점,서울특별시,영등포구,서울특별시 영등포구 영중로27길 6,서울특별시 영등포구 영등포동7가 69-9,37.524242,126.904705,02-2068-0578
604,1781,GS25 영등포로타리점,서울특별시,영등포구,서울특별시 영등포구 영중로 31,서울특별시 영등포구 영등포동4가 65-3,37.5190267,126.9048646,02-2678-4595
605,1782,미니스톱 대림두암점,서울특별시,영등포구,서울특별시 영등포구 대림로29길 24,서울특별시 영등포구 대림동 727-5,37.49501997,126.896868,02-844-2425
606,1783,미니스톱 신길대신점,서울특별시,영등포구,서울특별시 영등포구 도신로60길 2,서울특별시 영등포구 신길동 115-1,37.5117464,126.9168208,02-845-0550
607,1784,미니스톱 신길점,서울특별시,영등포구,서울특별시 영등포구 도림로 322,서울특별시 영등포구 신길동 363-5,37.506318,126.9019159,02-831-0601
608,1785,미니스톱 여의IFC점,서울특별시,영등포구,서울특별시 영등포구 국제금융로2길 7,서울특별시 영등포구 여의도동 24,37.524619,126.926822,02-785-7956
609,1786,세븐일레븐 당산역본점,서울특별시,영등포구,서울특별시 영등포구 당산로 237,서울특별시 영등포구 당산동6가 306-1 그린빌 101호,37.53491375,126.902264,02-2068-9457
610,1787,세븐일레븐 대방역점,서울특별시,영등포구,서울특별시 영등포구 영등포로 422,서울특별시 영등포구 신길동 1300 정오빌딩 1층 9호,37.51239081,126.9248101,02-835-2030
611,1788,GS25 영등포영달점,서울특별시,영등포구,서울특별시 영등포구 영신로24길 18-1,서울특별시 영등포구 영등포동4가 428-13,37.5162887,126.9045362,02-2678-2575
612,1790,GS25 봉화산역,서울특별시,중랑구,서울특별시 중랑구 신내로 211,서울특별시 중랑구 신내동 646,37.6163947,127.0926039,02-3422-6608
613,1791,GS25 사가정스타,서울특별시,중랑구,서울특별시 중랑구 면목로45길 8,서울특별시 중랑구 면목동 497-16,37.5818287896,127.088082,02-493-5992
614,1792,GS25 중랑동부,서울특별시,중랑구,서울특별시 중랑구 신내로7가길 35,서울특별시 중랑구 상봉동 495,37.60227892,127.0938704,02-994-0786
615,1793,GS25 중랑신내,서울특별시,중랑구,서울특별시 중랑구 봉화산로56길 60,서울특별시 중랑구 신내동 410-9,37.6061038,127.0981131,02-436-2566
